object_probs,left,top,right,bottom
truck 0.86806,348,506,621,711
motorbike 0.90545,510,305,542,342
motorbike 0.83249,818,419,880,474
motorbike 0.78912,415,328,443,370
motorbike 0.75279,1012,453,1079,525
person 0.57288,413,319,445,377
car 0.97638,235,377,368,486
car 0.94057,187,299,255,371
car 0.91281,288,421,435,604
car 0.62216,289,199,313,216
person 0.81251,822,381,868,447
person 0.80507,411,317,435,349
person 0.63339,1027,413,1077,497
person 0.60127,595,267,620,304
person 0.57423,507,292,537,329
