object_probs,left,top,right,bottom
truck 0.92760,345,512,619,708
motorbike 0.94712,539,304,576,346
motorbike 0.90193,242,577,287,668
motorbike 0.86616,155,564,198,633
motorbike 0.80732,435,270,454,301
person 0.91298 motorbike 0.76773,311,254,332,284
motorbike 0.74914,409,287,428,316
motorbike 0.72069,354,248,375,270
motorbike 0.65109,315,266,333,292
car 0.98030,221,363,333,457
car 0.94016,289,421,441,596
person 0.91565,234,529,286,624
person 0.69749,594,265,621,303
person 0.69019,143,512,193,605
person 0.64752,408,271,431,307
person 0.59445,542,291,569,322
person 0.53875,538,288,577,341
person 0.52171,435,256,453,285
