object_probs,left,top,right,bottom
truck 0.66751,259,401,434,605
motorbike 0.96092,606,456,658,525
motorbike 0.92784,692,453,755,523
motorbike 0.92753,819,477,894,560
motorbike 0.90576,509,404,549,466
motorbike 0.73653,307,246,324,271
person 0.53725 motorbike 0.72922,307,234,325,261
motorbike 0.53126,153,560,202,633
car 0.92044,351,240,404,279
car 0.56257,292,199,312,216
person 0.98421,605,420,653,489
person 0.89208,697,416,742,491
person 0.82845,510,380,537,411
person 0.76747,509,382,545,443
person 0.75360,834,447,887,537
person 0.71165,145,501,194,616
