object_probs,left,top,right,bottom
truck 0.73879,350,203,442,289
motorbike 0.94633,888,420,960,478
motorbike 0.92815,598,328,639,367
motorbike 0.92695,527,287,561,324
motorbike 0.90661,476,268,500,303
motorbike 0.86674,403,440,452,502
person 0.60455 motorbike 0.63061,454,254,478,283
motorbike 0.56539,454,266,478,294
car 0.99158,448,340,586,443
person 0.88880,404,404,449,467
person 0.84829,598,303,637,363
person 0.70602,530,279,558,307
person 0.62676,474,256,497,281
person 0.61009,603,302,624,328
person 0.59319,899,395,946,468
person 0.56793,602,309,630,341
