object_probs,left,top,right,bottom
truck 0.87207,343,508,607,708
truck 0.62078,541,320,678,429
motorbike 0.88390,719,346,763,402
motorbike 0.72056,653,342,694,401
motorbike 0.71145,515,308,540,351
motorbike 0.58959,152,561,198,630
person 0.59041 motorbike 0.54803,512,295,537,324
motorbike 0.53942,582,272,610,306
car 0.95471,354,249,428,314
car 0.92853,287,425,434,600
car 0.76651,227,358,327,487
car 0.72714,330,252,349,282
person 0.68066,594,565,645,634
person 0.66126,725,330,748,364
person 0.61349,328,230,344,263
person 0.58682,139,502,182,568
person 0.57831,586,261,626,315
