object_probs,left,top,right,bottom
truck 0.67366,258,397,424,593
car 0.68199,263,419,423,598
motorbike 0.98860,591,437,643,513
motorbike 0.96615,682,443,739,514
motorbike 0.93919,498,398,536,460
motorbike 0.89251,798,473,872,556
person 0.58759 motorbike 0.82989,307,233,326,260
motorbike 0.53095,154,560,202,633
car 0.81669,347,237,397,278
car 0.75670,291,199,313,217
person 0.97303,591,412,639,496
person 0.89609,682,408,736,497
person 0.80481,499,379,534,447
person 0.71557,808,443,865,540
person 0.67804,146,501,194,615
person 0.58751,501,375,528,410
