object_probs,left,top,right,bottom
motorbike 0.92204,443,398,494,452
motorbike 0.85761,934,504,1012,575
motorbike 0.80010,782,357,833,411
car 0.99756,381,278,477,352
car 0.99598,482,272,578,337
car 0.99410,481,346,612,442
car 0.99002,615,405,830,557
car 0.98230,578,309,718,406
car 0.97468,935,544,1079,719
car 0.97062,247,492,429,702
car 0.77271,284,243,306,276
person 0.96403,547,672,609,719
person 0.86679,445,362,487,429
person 0.73959,949,468,1012,530
person 0.68028,783,338,828,403
person 0.55995,596,563,630,642
