object_probs,left,top,right,bottom
truck 0.82139,369,526,612,709
car 0.65337 truck 0.56573,214,360,339,488
bus 0.86155,843,430,1070,654
motorbike 0.89003,436,266,459,299
motorbike 0.84742,428,413,477,490
motorbike 0.84408,336,264,356,293
motorbike 0.79548,573,264,617,310
person 0.55644 motorbike 0.69262,312,237,330,261
person 0.57073,334,256,355,288
motorbike 0.52130,151,560,198,630
car 0.89159,284,426,446,599
car 0.84582,645,358,836,510
person 0.87271,293,645,363,717
person 0.70056,827,497,883,575
person 0.57555,434,252,456,285
person 0.50248,427,397,470,470
