object_probs,left,top,right,bottom
motorbike 0.91860,613,500,684,570
motorbike 0.84026,847,382,907,438
motorbike 0.78792,935,503,1011,575
motorbike 0.54430,603,600,684,717
car 0.99211,293,247,349,297
car 0.98888,500,351,641,459
car 0.98666,627,421,825,554
car 0.98565,424,299,525,384
car 0.98238,531,287,640,366
car 0.97841,659,340,829,446
car 0.97388,254,329,337,408
car 0.96878,936,542,1079,719
car 0.92881,256,534,459,706
person 0.91770,547,671,609,719
person 0.75101,948,465,1013,532
person 0.71362,616,452,662,532
person 0.66762,854,357,901,432
