object_probs,left,top,right,bottom
truck 0.86868,348,507,619,711
motorbike 0.93001,512,307,543,342
motorbike 0.91177,826,420,890,480
motorbike 0.76907,1027,431,1079,516
motorbike 0.75482,413,322,446,379
car 0.97448,235,377,369,487
car 0.91452,189,300,254,369
car 0.91015,288,421,436,604
car 0.54848,289,199,314,216
person 0.76364,413,318,436,346
person 0.75648,831,390,884,470
person 0.72735,509,292,537,326
person 0.58927,595,268,620,304
person 0.51716,1031,417,1079,497
person 0.50339,583,273,609,306
