object_probs,left,top,right,bottom
motorbike 0.97423,538,445,602,507
motorbike 0.83285,815,365,879,422
motorbike 0.80574,935,503,1012,575
motorbike 0.53936,602,598,683,718
car 0.99578,624,419,831,555
car 0.99560,406,289,511,375
car 0.99495,501,276,609,352
car 0.98882,491,344,641,447
car 0.97361,627,324,776,418
car 0.97251,285,242,329,286
car 0.96588,935,544,1079,719
car 0.94004,249,514,450,697
person 0.93462,821,340,862,407
person 0.91280,547,671,609,719
person 0.78809,543,409,595,490
person 0.74080,950,468,1011,528
