object_probs,left,top,right,bottom
motorbike 0.93195,635,496,708,582
motorbike 0.91151,859,384,919,441
motorbike 0.70912,936,502,1010,576
car 0.99501,295,247,355,300
car 0.98984,636,423,832,555
car 0.98972,501,354,642,458
car 0.98955,524,291,653,369
car 0.98605,254,329,342,413
car 0.98465,674,340,839,452
car 0.98132,432,301,530,386
car 0.97061,935,542,1078,719
car 0.95012,257,537,462,705
person 0.90995,862,354,906,425
person 0.84806,547,671,610,719
person 0.74072,949,466,1012,531
person 0.52761,629,460,709,575
