object_probs,left,top,right,bottom
truck 0.92104,265,436,475,639
motorbike 0.97359,670,492,735,574
motorbike 0.96978,763,487,834,571
motorbike 0.94318,556,442,599,511
motorbike 0.88453,310,251,327,277
person 0.66787 motorbike 0.86049,338,231,350,254
motorbike 0.79193,918,493,1004,613
car 0.92147,372,243,422,285
car 0.51466,270,269,299,305
car 0.51271,282,420,484,655
person 0.95100,672,454,725,533
person 0.92433,772,444,825,542
person 0.84330,557,418,596,488
person 0.54846,146,502,194,614
person 0.54528,559,417,592,453
