object_probs,left,top,right,bottom
truck 0.90195,339,512,612,711
bus 0.55327,851,438,1072,636
motorbike 0.88474,529,378,569,445
motorbike 0.81964,410,442,454,506
motorbike 0.80493,148,537,198,621
person 0.72593 motorbike 0.79686,336,233,352,261
person 0.82370 motorbike 0.64105,290,235,307,263
motorbike 0.62339,237,547,288,612
car 0.96756,284,426,439,604
car 0.90358,213,360,339,486
car 0.84787,565,323,727,464
person 0.89367,529,362,567,429
person 0.85227,1005,417,1051,480
person 0.79389,681,336,709,370
person 0.65206,232,500,284,575
person 0.55646,144,517,195,603
person 0.54985,410,419,451,486
