object_probs,left,top,right,bottom
truck 0.88052,336,494,631,703
motorbike 0.90750,518,331,554,367
motorbike 0.89735,637,327,680,378
motorbike 0.87617,500,289,525,324
person 0.51127 motorbike 0.85690,338,270,361,305
person 0.56821 motorbike 0.83767,392,252,413,281
motorbike 0.77227,153,561,197,632
motorbike 0.52196,582,273,610,306
car 0.97411,225,371,338,476
car 0.95540,284,423,441,601
person 0.74917,642,313,669,343
person 0.70311,255,612,310,705
person 0.68126,146,508,194,606
person 0.51901,498,281,520,303
