object_probs,left,top,right,bottom
truck 0.83661,342,498,628,702
motorbike 0.96345,416,265,439,296
person 0.54521 motorbike 0.93187,354,286,380,323
motorbike 0.90215,551,309,582,350
motorbike 0.87764,629,367,675,415
motorbike 0.83888,705,359,753,407
motorbike 0.77090,150,540,198,621
person 0.70825 motorbike 0.52835,413,258,435,285
motorbike 0.51988,559,326,582,357
car 0.95992,226,377,345,484
car 0.93798,286,423,437,605
person 0.89747,265,658,330,719
person 0.88961,631,340,668,402
person 0.77833,354,280,373,305
person 0.74725,148,508,196,604
person 0.71897,711,329,735,363
person 0.71080,634,340,661,369
person 0.50285,556,297,581,324
