object_probs,left,top,right,bottom
motorbike 0.94446,872,377,941,448
motorbike 0.83880,669,529,756,617
motorbike 0.73244,936,502,1010,577
motorbike 0.66228,609,643,685,718
car 0.99133,296,250,364,308
car 0.98418,433,303,537,388
car 0.98354,259,338,356,430
car 0.97975,684,427,838,552
car 0.97547,528,289,656,378
car 0.97141,503,357,641,459
car 0.97052,935,542,1078,719
car 0.95173,693,339,869,457
car 0.94791,270,519,453,718
person 0.86210,547,671,609,719
person 0.74082,600,575,679,698
person 0.70503,675,479,727,550
person 0.62825,949,466,1012,530
person 0.58771,876,355,925,430
