object_probs,left,top,right,bottom
motorbike 0.98227,634,416,684,485
motorbike 0.95844,549,421,593,481
motorbike 0.92601,743,432,802,518
motorbike 0.87459,466,378,504,435
motorbike 0.87423,993,447,1076,563
motorbike 0.75522,154,560,203,632
person 0.50792 motorbike 0.59973,301,231,317,259
car 0.89858,341,235,383,266
car 0.76859,290,199,314,217
car 0.68213,256,419,400,560
person 0.98206,547,385,590,445
person 0.89114,634,390,679,473
person 0.84048,467,357,497,385
person 0.75160,147,502,194,613
person 0.64140,466,362,503,423
person 0.63940,746,414,797,495
