object_probs,left,top,right,bottom
truck 0.71387,407,540,653,715
truck 0.70254,790,586,1078,719
truck 0.66754,656,362,844,505
bus 0.93062,861,432,1075,644
motorbike 0.91015,489,285,516,324
motorbike 0.89363,478,463,531,525
person 0.54871 motorbike 0.81097,359,270,383,308
motorbike 0.74662,575,271,612,306
motorbike 0.64690,295,232,317,257
motorbike 0.57467,325,254,348,278
motorbike 0.51316,322,252,338,275
car 0.94414,287,426,448,600
car 0.84132,216,362,340,486
car 0.80783,649,357,837,513
person 0.82887,293,646,365,718
person 0.73390,478,417,524,488
person 0.53531,488,275,515,309
