object_probs,left,top,right,bottom
truck 0.89551,343,496,608,711
bus 0.70273,818,433,1041,582
motorbike 0.92005,470,287,498,320
motorbike 0.87047,641,322,679,378
person 0.51064 motorbike 0.72451,446,330,475,370
motorbike 0.64612,786,388,848,437
motorbike 0.63834,154,561,200,630
motorbike 0.60089,417,254,440,286
motorbike 0.59607,419,267,439,293
motorbike 0.57344,580,271,614,306
motorbike 0.56259,450,346,473,380
car 0.90076,286,422,437,599
car 0.88996,225,354,330,488
car 0.82916,511,311,641,415
person 0.83219,801,358,830,396
person 0.74852,333,358,366,420
person 0.67376,643,316,667,348
person 0.62990,470,271,494,305
person 0.62004,532,496,603,565
person 0.55699,291,216,305,239
