object_probs,left,top,right,bottom
truck 0.62755,692,379,899,537
car 0.72875,680,384,893,535
motorbike 0.94433,623,442,675,514
motorbike 0.91429,521,464,566,531
motorbike 0.75797,568,265,609,314
person 0.64657,572,270,604,309
motorbike 0.63467,406,360,462,412
car 0.99133,287,292,373,372
car 0.97918,230,395,364,503
car 0.93021,306,235,347,267
car 0.83355,218,355,299,419
car 0.63582,288,201,313,219
car 0.56372,1042,471,1078,705
car 0.53541,389,570,618,716
person 0.91976,619,407,662,464
person 0.80705,420,335,462,400
person 0.76492,515,424,559,483
person 0.76065,179,530,254,644
person 0.72411,118,473,163,555
person 0.70231,424,335,456,373
