object_probs,left,top,right,bottom
truck 0.79283,378,526,641,713
truck 0.57732,215,362,339,488
truck 0.56752,657,364,843,499
car 0.77184,645,358,836,510
car 0.67204,228,360,329,489
bus 0.78388,851,432,1072,654
motorbike 0.87459,339,264,361,294
motorbike 0.84750,434,417,485,496
motorbike 0.78128,573,265,618,310
motorbike 0.77407,442,267,467,301
motorbike 0.64585,312,238,330,262
motorbike 0.53993,151,560,198,630
car 0.92378,282,425,450,598
person 0.93543,293,645,363,717
person 0.64836,836,504,902,574
