object_probs,left,top,right,bottom
truck 0.84504,338,508,616,704
motorbike 0.93365,697,366,743,422
motorbike 0.85542,335,252,354,280
motorbike 0.85344,763,360,811,417
motorbike 0.81364,537,300,571,362
motorbike 0.77275,349,365,386,424
motorbike 0.69158,151,538,198,623
motorbike 0.54972,582,261,628,307
car 0.99024,366,255,448,319
car 0.95386,283,424,439,601
car 0.77546,218,359,341,484
car 0.70144,567,323,703,443
person 0.73331,340,235,357,262
person 0.69361,594,565,646,635
person 0.54634,643,314,660,340
person 0.50395,774,339,792,369
