object_probs,left,top,right,bottom
motorbike 0.93796,700,364,748,413
motorbike 0.91540,388,326,411,361
motorbike 0.88710,578,363,620,418
motorbike 0.81516,512,363,539,405
motorbike 0.78502,156,560,203,631
motorbike 0.52761,438,326,466,368
person 0.79789 motorbike 0.51463,385,312,410,351
person 0.65960,506,342,542,401
car 0.91712,303,223,349,256
car 0.68586,209,359,321,470
car 0.54304,287,207,317,236
person 0.84232,437,321,472,381
person 0.71163,577,345,616,402
person 0.63844,704,342,744,405
person 0.56298,712,338,732,372
person 0.51181,439,320,462,344
