object_probs,left,top,right,bottom
motorbike 0.85413,747,565,859,667
motorbike 0.82628,935,501,1011,575
motorbike 0.75207,917,392,984,463
motorbike 0.66342,603,604,685,718
car 0.99459,316,258,384,314
car 0.99131,620,402,833,561
car 0.98923,564,299,687,396
car 0.98597,265,335,381,455
car 0.98566,441,307,546,392
car 0.98035,936,542,1078,719
car 0.97818,504,354,640,460
car 0.93946,271,518,455,718
car 0.92746,742,351,929,493
person 0.96046,546,671,610,719
person 0.76488,760,526,847,650
person 0.69623,759,518,834,594
person 0.67113,947,467,1012,531
person 0.65727,919,368,964,455
person 0.56319,602,572,682,700
