object_probs,left,top,right,bottom
truck 0.93918,329,507,632,702
truck 0.59153,753,588,1052,719
bus 0.88383,733,377,917,563
person 0.70710 motorbike 0.87254,392,286,416,327
motorbike 0.81780,577,311,612,349
person 0.59677 motorbike 0.79602,354,234,375,264
motorbike 0.68355,151,539,197,621
motorbike 0.65793,470,466,519,525
car 0.96192,454,278,562,378
car 0.92984,219,360,341,487
car 0.88135,285,421,442,602
car 0.68781,217,339,295,411
car 0.61260,1043,474,1079,557
person 0.86973,470,442,516,508
person 0.67801,594,565,646,633
person 0.63998,390,280,413,307
person 0.60241,576,291,604,323
person 0.59509,596,267,623,303
