object_probs,left,top,right,bottom
truck 0.89514,328,502,627,705
truck 0.52107,749,590,1050,719
bus 0.89465,756,390,962,594
motorbike 0.85853,410,309,433,344
motorbike 0.79393,630,324,674,373
motorbike 0.58020,481,493,548,541
motorbike 0.57194,152,542,198,619
car 0.96627,470,291,590,389
car 0.92083,217,359,337,485
car 0.86216,285,423,441,599
person 0.91375,407,290,430,326
person 0.84192,493,462,538,526
person 0.81174,388,249,407,284
person 0.75318,594,565,645,635
person 0.73118,633,311,666,344
person 0.70262,515,277,540,297
person 0.52003,139,501,183,569
