object_probs,left,top,right,bottom
motorbike 0.90583,825,609,939,713
motorbike 0.71592,610,641,685,719
car 0.99882,329,261,403,328
car 0.99106,620,414,829,560
car 0.98909,581,307,722,405
car 0.98549,933,538,1079,718
car 0.97266,495,349,642,462
car 0.96090,793,375,1028,519
car 0.95355,289,360,409,478
car 0.94084,446,302,571,401
car 0.93562,259,540,465,704
car 0.57086,290,197,319,220
person 0.92938,548,673,609,719
person 0.85419,835,564,931,702
person 0.66089,836,557,917,637
person 0.58116,602,569,681,699
