object_probs,left,top,right,bottom
truck 0.92157,333,516,628,705
truck 0.66034,747,589,1054,719
bus 0.94623,732,386,936,562
person 0.73852 motorbike 0.70275,394,287,421,327
person 0.69805 motorbike 0.65649,585,308,624,357
motorbike 0.65215,151,539,197,622
motorbike 0.51097,476,484,526,534
car 0.96724,460,277,564,381
car 0.96136,221,362,339,485
car 0.90658,284,421,443,600
car 0.75666,217,340,295,408
person 0.80150,473,447,515,507
person 0.68719,476,268,500,292
person 0.68547,594,565,646,634
person 0.51831,596,267,623,301
