object_probs,left,top,right,bottom
truck 0.82907,377,530,645,715
car 0.76611 truck 0.57051,645,358,837,511
car 0.70285 truck 0.52470,212,360,339,486
bus 0.91976,858,432,1071,649
motorbike 0.91502,447,435,499,504
motorbike 0.89535,455,271,477,305
motorbike 0.87319,316,248,333,272
motorbike 0.87155,343,267,366,300
motorbike 0.75963,573,265,617,310
person 0.67790 motorbike 0.52736,313,239,331,262
motorbike 0.51811,151,559,198,630
car 0.93726,281,424,450,599
person 0.93030,293,646,363,717
person 0.74089,851,509,923,593
person 0.63582,447,405,488,468
