object_probs,left,top,right,bottom
truck 0.80387,344,498,610,706
bus 0.82331,815,427,1042,579
motorbike 0.85533,437,331,467,371
motorbike 0.73872,614,321,655,373
motorbike 0.72037,756,379,817,429
motorbike 0.68072,154,561,199,629
motorbike 0.55537,581,264,630,308
motorbike 0.54855,211,505,251,577
car 0.94643,503,304,629,408
car 0.93586,219,359,337,486
car 0.87436,287,423,437,599
person 0.84739,453,272,477,307
person 0.67060,529,492,582,572
person 0.65947,768,352,798,388
person 0.65872,436,315,463,339
person 0.55546,594,566,644,635
person 0.52179,760,359,804,421
