object_probs,left,top,right,bottom
truck 0.89820,339,511,615,704
motorbike 0.86603,707,360,756,427
motorbike 0.78006,352,378,390,433
person 0.54447 motorbike 0.77992,336,253,354,280
motorbike 0.74322,776,363,822,419
motorbike 0.70747,151,538,198,623
motorbike 0.65507,540,301,575,362
motorbike 0.54303,593,269,624,303
car 0.98838,370,256,451,319
car 0.93388,283,425,440,603
car 0.86718,215,359,343,484
car 0.70126,569,324,716,446
person 0.70087,594,565,646,634
person 0.61973,342,235,359,262
person 0.61015,354,352,378,385
person 0.60545,701,347,726,389
person 0.58661,785,349,809,382
