object_probs,left,top,right,bottom
truck 0.63811,393,529,647,715
truck 0.55379,656,362,844,502
bus 0.94969,860,430,1072,651
motorbike 0.95770,354,270,375,302
motorbike 0.89802,321,251,337,275
motorbike 0.88936,465,443,518,513
motorbike 0.81768,476,286,500,318
motorbike 0.76398,575,272,612,306
person 0.81918 motorbike 0.73806,473,271,498,307
car 0.96860,283,426,446,598
car 0.85363,216,363,340,486
car 0.81048,646,356,837,511
person 0.90599,293,646,363,717
person 0.64908,893,530,960,594
person 0.57961,350,258,370,284
