object_probs,left,top,right,bottom
car 0.78958 truck 0.50347,581,470,841,688
motorbike 0.97638,452,404,496,464
motorbike 0.96795,602,408,651,463
motorbike 0.92687,355,248,381,281
motorbike 0.91203,450,296,520,353
motorbike 0.89964,396,307,422,346
motorbike 0.79165,741,380,791,429
car 0.98798,363,558,595,715
car 0.94091,218,376,356,494
person 0.82315,450,379,491,444
person 0.71099,747,358,794,422
person 0.58216,600,372,641,425
person 0.54401,452,379,485,411
person 0.53911,396,298,419,325
person 0.50643,355,233,375,260
