object_probs,left,top,right,bottom
truck 0.88671,330,490,630,703
motorbike 0.93052,350,283,372,318
motorbike 0.91283,577,351,610,391
motorbike 0.89379,670,346,717,392
motorbike 0.75699,524,306,552,343
motorbike 0.74904,153,562,197,631
motorbike 0.54367,400,254,425,286
car 0.97022,224,374,342,479
car 0.91891,287,423,439,606
person 0.92771,258,628,329,719
person 0.80293,679,320,705,350
person 0.79814,347,276,369,310
person 0.75715,147,510,193,603
person 0.72965,573,323,609,382
person 0.66825,674,321,714,378
person 0.60360,524,292,549,329
