object_probs,left,top,right,bottom
truck 0.83112,342,499,630,703
motorbike 0.96346,419,265,445,297
motorbike 0.90798,659,379,703,429
motorbike 0.90372,562,325,595,363
person 0.59247 motorbike 0.86364,357,286,382,325
motorbike 0.84396,720,359,771,407
motorbike 0.69455,151,537,198,623
person 0.61581 motorbike 0.59339,561,310,591,350
car 0.95546,226,377,344,485
car 0.91810,286,423,438,605
person 0.93412,657,346,699,405
person 0.87121,418,256,441,287
person 0.81392,269,671,330,719
person 0.74063,724,332,751,366
person 0.69247,148,505,196,609
person 0.60724,596,265,623,303
person 0.50351,720,344,766,402
