object_probs,left,top,right,bottom
truck 0.86065,344,514,610,703
motorbike 0.94090,748,381,797,443
motorbike 0.88266,812,379,862,436
motorbike 0.72171,340,266,358,293
motorbike 0.68377,151,539,198,622
motorbike 0.52259,364,381,402,443
car 0.97481,380,259,461,329
car 0.92006,283,425,440,604
car 0.81102,216,358,338,486
car 0.72540,580,328,739,462
person 0.89685,340,254,358,284
person 0.71520,594,565,645,635
person 0.59314,423,247,439,271
person 0.58458,812,358,860,430
person 0.58294,678,322,698,351
person 0.58091,363,361,400,425
