object_probs,left,top,right,bottom
truck 0.91450,333,508,630,706
motorbike 0.89279,152,561,197,633
motorbike 0.87770,432,289,458,327
motorbike 0.85834,319,266,341,295
motorbike 0.74023,564,312,604,355
motorbike 0.62872,366,248,386,274
motorbike 0.57712,249,595,294,694
motorbike 0.54062,311,209,330,231
car 0.98232,220,368,336,463
car 0.94121,288,421,443,603
person 0.92575,237,550,292,646
person 0.77234,452,268,475,306
person 0.70766,596,265,622,303
person 0.68633,319,257,338,286
person 0.64296,144,512,194,605
person 0.51252,438,272,465,307
