object_probs,left,top,right,bottom
truck 0.97725,658,512,1066,719
truck 0.94659,351,511,609,709
truck 0.83146,864,353,1069,538
car 0.52414,854,376,1079,528
car 0.66101 truck 0.55666,218,362,341,486
motorbike 0.94781,500,287,529,316
person 0.86023 motorbike 0.72486,499,274,524,307
motorbike 0.63197,151,537,197,623
person 0.50856 motorbike 0.59011,373,253,392,286
car 0.96166,396,266,479,339
car 0.95646,280,228,331,268
car 0.83507,287,424,437,596
car 0.61617,220,341,292,405
person 0.71630,594,566,645,633
