object_probs,left,top,right,bottom
truck 0.65785,241,390,396,551
motorbike 0.96085,629,415,678,479
motorbike 0.95688,731,443,795,510
motorbike 0.92958,546,417,588,478
motorbike 0.92289,991,466,1077,552
motorbike 0.77228,154,560,203,632
motorbike 0.73342,469,386,496,430
motorbike 0.62364,464,361,498,424
person 0.50693 motorbike 0.58206,302,231,317,259
car 0.93837,340,235,382,267
car 0.80572,290,199,314,217
person 0.96384,544,382,586,447
person 0.91464,737,413,785,493
person 0.87878,627,391,675,475
person 0.80516,146,502,194,613
person 0.68723,467,357,495,388
