object_probs,left,top,right,bottom
motorbike 0.90610,789,585,914,701
motorbike 0.71356,948,397,1014,470
motorbike 0.67713,611,642,685,718
motorbike 0.51262,934,498,1012,576
car 0.99770,324,262,395,324
car 0.99378,280,351,396,469
car 0.99199,572,304,700,404
car 0.99018,620,413,830,560
car 0.97943,936,544,1079,719
car 0.97326,495,350,641,462
car 0.96790,441,307,548,392
car 0.95815,761,366,978,507
car 0.93140,260,539,464,705
car 0.62639,291,196,316,218
person 0.95082,547,671,609,719
person 0.81028,810,540,893,659
person 0.65650,602,571,680,699
