object_probs,left,top,right,bottom
motorbike 0.96181,338,288,358,320
motorbike 0.93869,558,310,593,349
motorbike 0.92881,487,330,518,369
motorbike 0.84591,384,309,409,341
person 0.57997 motorbike 0.84185,432,311,459,348
motorbike 0.78504,154,557,202,634
motorbike 0.72787,436,326,460,357
person 0.60329 motorbike 0.64065,377,291,404,325
car 0.95219,287,213,321,243
car 0.55905,205,359,279,414
person 0.77271,433,300,454,325
person 0.77228,489,310,518,342
person 0.76915,563,296,587,326
person 0.70228,336,273,357,304
person 0.69715,148,502,194,613
