object_probs,left,top,right,bottom
truck 0.56537,285,439,492,646
truck 0.51988,665,374,876,520
bus 0.97230,876,432,1079,660
motorbike 0.86241,376,309,401,346
motorbike 0.84615,456,331,487,371
person 0.82562 motorbike 0.79088,333,272,362,307
motorbike 0.76181,333,286,359,317
motorbike 0.65579,572,264,617,310
motorbike 0.62030,153,561,198,630
motorbike 0.59895,713,579,806,664
car 0.82862,302,456,478,633
car 0.82390,212,362,338,486
car 0.70123,670,363,875,516
person 0.91191,748,669,814,719
person 0.67800,452,311,480,343
person 0.61523,841,381,871,411
person 0.59346,374,293,397,323
person 0.53006,708,517,779,594
person 0.52716,659,580,732,654
