object_probs,left,top,right,bottom
truck 0.98564,703,523,1079,719
truck 0.92641,334,504,633,707
truck 0.71601,970,388,1079,555
motorbike 0.94127,528,290,559,325
motorbike 0.70484,150,537,198,622
motorbike 0.52306,392,261,413,300
motorbike 0.50643,582,274,611,305
car 0.94719,293,231,342,276
car 0.93430,414,271,504,354
car 0.91152,286,422,440,603
car 0.88096,223,364,341,486
car 0.82987,219,340,291,406
car 0.52465,287,199,314,219
person 0.62087,595,567,645,633
person 0.54848,595,269,622,304
person 0.51910,529,280,555,306
