object_probs,left,top,right,bottom
motorbike 0.84712,151,545,199,609
motorbike 0.77072,356,285,380,318
motorbike 0.76944,571,476,652,551
person 0.77564 motorbike 0.70838,568,287,591,330
motorbike 0.63342,378,674,465,719
motorbike 0.54464,985,650,1075,719
motorbike 0.50414,355,272,377,305
car 0.99232,270,436,412,562
car 0.97885,346,330,461,431
car 0.96948,210,348,306,427
car 0.77486,779,425,1027,584
car 0.54891,345,252,390,279
car 0.51564,298,317,328,364
person 0.86247,592,439,643,513
person 0.83532,140,496,197,583
person 0.78390,982,588,1064,698
person 0.61182,370,606,442,679
