object_probs,left,top,right,bottom
motorbike 0.94501,384,309,409,343
motorbike 0.93631,489,331,522,369
motorbike 0.91368,339,287,360,321
motorbike 0.87275,437,325,463,358
motorbike 0.85580,561,310,594,350
motorbike 0.78981,154,557,202,634
person 0.66962 motorbike 0.76863,434,312,462,348
person 0.57269 motorbike 0.52751,338,273,359,305
car 0.95291,287,212,323,243
person 0.88028,492,310,520,342
person 0.75399,382,291,410,328
person 0.73805,433,300,454,325
person 0.64375,148,503,193,612
person 0.56021,567,297,589,327
