object_probs,left,top,right,bottom
motorbike 0.97621,537,446,597,506
motorbike 0.81814,935,503,1012,575
motorbike 0.74890,823,379,871,429
motorbike 0.58048,601,598,683,718
car 0.99668,622,419,831,555
car 0.99596,406,291,511,374
car 0.99499,497,277,611,351
car 0.98866,491,344,641,447
car 0.98003,622,323,775,418
car 0.96791,284,242,329,286
car 0.96487,935,543,1079,719
car 0.93480,259,511,445,718
person 0.91381,547,671,610,719
person 0.91081,821,340,861,407
person 0.75761,540,408,595,491
person 0.75062,949,468,1011,528
