object_probs,left,top,right,bottom
truck 0.66806,678,372,879,526
bus 0.96657,898,446,1079,672
motorbike 0.80477,354,298,399,349
motorbike 0.77589,507,363,547,421
motorbike 0.65765,571,264,616,310
motorbike 0.56424,918,645,1014,718
car 0.93438,281,277,331,334
car 0.89819,207,355,345,485
car 0.86757,325,460,533,719
car 0.82967,291,226,312,258
car 0.64782,678,362,874,514
person 0.82043,505,340,544,398
person 0.74624,418,336,445,364
person 0.63077,819,654,892,719
person 0.62085,119,481,200,608
person 0.60500,367,293,395,323
