object_probs,left,top,right,bottom
truck 0.71386,874,344,1079,662
truck 0.59943,342,209,419,276
motorbike 0.95542,554,311,588,346
motorbike 0.94454,795,385,854,439
person 0.63662 motorbike 0.81084,434,251,460,284
person 0.84497 motorbike 0.81074,489,271,514,307
motorbike 0.79446,369,417,411,475
car 0.96601,407,319,514,404
car 0.61550,291,198,316,221
car 0.57578,292,204,315,235
person 0.87249,556,291,580,321
person 0.85930,801,357,843,425
person 0.78704,803,356,833,390
person 0.71817,368,385,407,446
