object_probs,left,top,right,bottom
truck 0.77935,341,510,621,708
bus 0.77157,788,415,1016,576
motorbike 0.82946,700,364,760,410
motorbike 0.77379,152,538,198,622
motorbike 0.67185,430,324,456,363
motorbike 0.64342,544,537,583,612
motorbike 0.56262,597,267,623,303
motorbike 0.52439,192,482,241,554
car 0.98648,494,301,610,407
car 0.96721,220,363,336,485
car 0.89884,285,423,438,598
person 0.87973,521,481,574,550
person 0.77736,425,268,449,303
person 0.63402,598,567,652,637
person 0.62562,711,339,756,402
person 0.60528,719,337,745,369
person 0.55254,427,308,455,352
