object_probs,left,top,right,bottom
truck 0.89393,336,499,615,710
bus 0.50533 truck 0.63424,833,419,1067,619
motorbike 0.95916,458,350,488,390
person 0.69612 motorbike 0.93135,497,287,520,325
motorbike 0.89802,437,267,460,299
motorbike 0.77295,682,341,723,395
motorbike 0.64372,154,561,199,631
motorbike 0.61053,349,394,386,430
motorbike 0.60779,582,261,629,307
car 0.98511,524,320,655,422
car 0.96553,284,423,437,600
car 0.96049,213,356,337,491
person 0.83167,346,367,384,425
person 0.82207,680,325,718,381
person 0.81665,457,329,487,363
person 0.63780,296,215,310,241
person 0.59341,537,503,614,619
person 0.54334,594,564,643,638
