object_probs,left,top,right,bottom
truck 0.89265,330,495,616,708
bus 0.51464,844,426,1070,620
person 0.55626 motorbike 0.89726,452,271,476,306
motorbike 0.84698,720,366,765,415
person 0.56094 motorbike 0.80978,518,292,542,325
motorbike 0.78839,469,351,496,393
motorbike 0.71983,152,541,197,621
motorbike 0.68716,301,226,316,248
motorbike 0.60235,582,262,628,307
motorbike 0.54225,353,377,396,439
car 0.97610,285,426,437,596
car 0.97039,216,356,339,491
car 0.95222,527,319,667,426
person 0.92474,353,373,390,425
person 0.85721,468,331,495,363
person 0.54996,718,339,759,397
