object_probs,left,top,right,bottom
truck 0.90903,350,508,617,709
motorbike 0.90172,409,328,436,368
motorbike 0.89853,492,291,524,328
motorbike 0.87568,776,401,826,456
motorbike 0.83065,962,434,1045,505
motorbike 0.52321,146,534,196,623
car 0.97739,235,377,369,487
car 0.92031,188,304,253,364
car 0.86108,288,421,435,602
car 0.55055,289,198,314,217
car 0.54285,247,195,267,214
person 0.73423,490,278,517,304
person 0.70276,406,315,431,349
person 0.61445,774,378,822,446
person 0.61324,596,268,621,304
person 0.51520,584,273,608,306
