object_probs,left,top,right,bottom
motorbike 0.93030,886,541,1000,653
motorbike 0.90859,802,560,885,670
motorbike 0.88096,668,527,721,616
person 0.76540 motorbike 0.68403,356,233,373,261
motorbike 0.61023,307,267,329,299
motorbike 0.60843,154,560,202,634
person 0.68112 motorbike 0.52663,294,250,315,278
car 0.97553,252,280,317,344
car 0.94889,395,247,455,297
car 0.78923,320,517,537,701
car 0.70564,287,198,314,219
person 0.82375,662,485,713,554
person 0.81101,144,501,194,611
person 0.77185,909,505,976,567
person 0.66927,803,521,872,595
person 0.61682,803,531,883,653
