object_probs,left,top,right,bottom
motorbike 0.94178,869,378,936,446
motorbike 0.86008,662,516,740,601
motorbike 0.72986,936,502,1010,577
motorbike 0.67167,610,644,685,718
car 0.99190,432,303,535,388
car 0.98852,296,250,363,306
car 0.98814,257,340,353,428
car 0.98747,689,339,864,455
car 0.98299,532,294,659,373
car 0.97578,502,356,643,458
car 0.97015,935,543,1077,719
car 0.96499,629,413,833,534
car 0.93020,270,519,454,717
person 0.86971,547,671,609,719
person 0.77736,599,575,678,697
person 0.64142,669,477,722,554
person 0.62852,872,354,924,433
person 0.57621,955,466,1008,529
