object_probs,left,top,right,bottom
truck 0.92169,341,511,610,711
bus 0.55317,847,437,1069,641
motorbike 0.91049,527,380,567,443
motorbike 0.83325,148,536,198,622
person 0.71933 motorbike 0.80976,335,232,352,260
motorbike 0.74320,409,440,455,508
motorbike 0.64229,237,545,287,613
person 0.85207 motorbike 0.60199,290,235,307,263
motorbike 0.53055,558,309,587,344
car 0.96363,285,424,440,605
car 0.93608,213,361,339,486
car 0.87986,563,324,725,462
person 0.77011,527,364,565,426
person 0.65235,230,499,283,575
person 0.64414,144,517,196,604
person 0.51251,678,336,705,363
