object_probs,left,top,right,bottom
truck 0.93413,321,496,626,707
bus 0.77365,864,436,1075,642
motorbike 0.97315,577,419,621,481
person 0.51952 motorbike 0.95822,311,249,329,279
motorbike 0.93789,802,405,863,457
motorbike 0.84808,357,248,382,274
motorbike 0.79557,153,562,197,629
car 0.95544,284,423,442,599
car 0.92274,204,354,337,484
car 0.82291,591,342,766,475
car 0.52668,402,439,486,512
person 0.78906,578,391,609,431
person 0.74660,813,374,859,443
person 0.72343,239,540,289,617
person 0.57018,143,517,194,603
person 0.51671,820,377,850,412
