object_probs,left,top,right,bottom
truck 0.93451,329,501,623,706
bus 0.76373,857,433,1071,644
motorbike 0.96053,563,416,608,478
motorbike 0.95672,305,248,325,275
motorbike 0.94280,351,248,373,274
motorbike 0.90979,770,384,820,438
motorbike 0.84764,152,562,197,630
person 0.72033 motorbike 0.52371,352,235,371,261
car 0.95389,285,424,441,596
car 0.92803,205,356,336,485
car 0.87004,580,337,763,475
car 0.53996,387,424,478,516
person 0.83253,772,362,816,424
person 0.76027,565,380,604,448
person 0.62637,143,516,195,605
person 0.53445,238,532,285,618
