object_probs,left,top,right,bottom
truck 0.90704,330,506,623,711
bus 0.58162,851,437,1073,638
motorbike 0.96219,537,397,573,455
motorbike 0.79609,148,537,197,622
motorbike 0.69919,415,440,462,511
motorbike 0.57757,236,546,287,616
person 0.73527 motorbike 0.54759,339,233,356,261
motorbike 0.52234,293,248,309,269
car 0.98049,573,326,732,463
car 0.93538,287,425,437,602
car 0.91424,213,359,338,486
person 0.87037,533,364,569,426
person 0.78765,292,236,309,266
person 0.74314,232,508,284,597
person 0.59826,144,515,195,605
