object_probs,left,top,right,bottom
truck 0.92541,330,504,629,705
truck 0.63517,747,590,1054,719
bus 0.88261,742,389,938,567
motorbike 0.67772,598,327,639,363
motorbike 0.64542,151,541,197,621
person 0.51192 motorbike 0.61969,373,248,392,277
person 0.77742 motorbike 0.61857,398,288,424,327
car 0.96234,459,283,569,386
car 0.93889,221,363,339,486
car 0.86674,285,421,442,600
car 0.50765,222,345,295,405
person 0.82252,585,261,626,313
person 0.68869,479,452,528,508
person 0.67208,594,565,645,634
person 0.57961,488,270,515,293
person 0.55391,140,502,183,572
person 0.53575,596,311,631,343
