object_probs,left,top,right,bottom
truck 0.88775,340,506,625,711
person 0.63550 motorbike 0.94564,375,268,395,299
motorbike 0.91571,509,291,537,328
person 0.75822 motorbike 0.87148,305,250,323,283
motorbike 0.83852,415,266,435,294
motorbike 0.70880,147,532,195,626
motorbike 0.68703,237,562,276,640
motorbike 0.68293,346,235,366,259
person 0.79765 motorbike 0.63842,414,255,433,285
car 0.97236,222,360,330,452
car 0.94822,287,420,441,599
person 0.85934,229,504,278,612
person 0.68685,596,266,621,303
person 0.68294,514,280,534,303
person 0.56799,375,258,394,285
person 0.55198,143,512,194,608
