object_probs,left,top,right,bottom
truck 0.88377,340,506,628,702
truck 0.71801,751,564,1057,718
motorbike 0.93855,377,287,401,318
person 0.64006 motorbike 0.85379,332,229,351,255
motorbike 0.75093,150,536,198,623
motorbike 0.74822,900,437,973,504
motorbike 0.51601,439,439,485,510
car 0.97672,285,423,441,598
car 0.94632,215,359,340,485
car 0.92133,430,278,534,362
car 0.56781,693,359,866,515
person 0.88260,377,273,400,306
person 0.77111,594,566,646,634
person 0.58421,442,417,479,493
person 0.57563,319,213,331,238
