object_probs,left,top,right,bottom
motorbike 0.92870,375,311,400,347
motorbike 0.91368,494,347,521,390
motorbike 0.90847,427,330,457,372
motorbike 0.88877,668,342,712,399
motorbike 0.81433,559,358,598,409
motorbike 0.78467,156,560,203,631
person 0.58132,558,342,597,402
car 0.93092,303,222,343,255
car 0.57365,305,215,334,238
car 0.56636,286,208,312,236
person 0.83840,428,312,456,341
person 0.79238,375,296,395,325
person 0.76672,675,328,705,365
person 0.73273,491,332,516,369
person 0.66740,559,338,586,367
person 0.54272,493,322,512,347
