object_probs,left,top,right,bottom
truck 0.89757,341,514,625,703
truck 0.53234,774,556,1076,716
bus 0.79775,730,376,911,558
motorbike 0.81513,572,311,606,347
person 0.83467 motorbike 0.76551,390,282,415,327
motorbike 0.69237,347,231,371,262
motorbike 0.63380,151,538,198,623
motorbike 0.59906,469,467,517,525
car 0.95603,451,278,558,375
car 0.93260,285,422,437,598
car 0.90498,217,359,340,486
car 0.50481,219,341,295,408
person 0.80460,594,566,646,634
person 0.77489,469,440,514,506
person 0.64199,597,267,623,303
